#---------------------------------------------------------------------------------------------------------------
#     NAME                    P0                                     P1                               P1_I
#                             (s)
#---------------------------------------------------------------------------------------------------------------
728   J1638-4608   kbm+03     0.278137287280           6  kbm+03     5.15041E-14        9  kbm+03     *
729   J1638-5226   kbm+03     0.340502709437           6  kbm+03     2.650E-15          4  kbm+03     *
730   J1639-4359   kbm+03     0.58755897769            4  kbm+03     1.5E-17           15  kbm+03     *

731   B1635-45     jlm+92     0.529115851204           8  bbb+12     5.7758E-15         4  jml+95     *
732   J1640-4648   kbm+03     0.178352043293          13  kbm+03     8.061E-16         13  kbm+03     *
733   B1636-47     jlm+92     0.51740483467            2  jml+95     4.20266E-14        8  jml+95     *
734   J1640-4951   kbm+03     0.73909894649            3  kbm+03     3.34E-16           5  kbm+03     *
735   J1641-2347   ebvb01     1.091008429855          16  ebvb01     4.11E-17          15  ebvb01     *

736   J1643-4505   lfl+06     0.237383081875          17  lfl+06     3.1833E-14        10  lfl+06     *
737   J1643-4522   kbm+03     1.34789947290           11  kbm+03     8.283E-15         11  kbm+03     *
738   J1643-4550   kbm+03     0.717508089981          16  kbm+03     2.9974E-14         3  kbm+03     *
739   B1641-45     kac+73     0.455059775403          10  smd93      2.00902E-14        6  smd93      *
740   J1644-4657   eklk13     0.12596223249            4  eklk13     0.75E-15           2  eklk13     *

741   B1642-03     ht69       0.387689698034           7  hlk+04     1.780431E-15      17  hlk+04     1.78e-15
742   J1645+1012   fcwa95     0.410860719379           1  fcwa95     8.13E-17           2  fcwa95     *
743   J1646-4308   kbm+03     0.8406799814             3  kbm+03     1.1E-16            8  kbm+03     *
744   B1643-43     jlm+92     0.23160332930            9  jml+95     1.12753E-13        4  jml+95     *
745   J1646-5123   lfl+06     0.530075207410          20  lfl+06     2.099E-15         12  lfl+06     *

746   B1641-68     mlt+78     1.7856112396             6  nmc81      1.70E-15           3  nmc81      *
747   J1648-3256   mld+96     0.719454779443           2  dsb+98     3.53059E-15       10  dsb+98     *
748   J1648-4458   kbm+03     0.62963153567            8  kbm+03     1.854E-15          8  kbm+03     *
749   J1648-4611   kbm+03     0.164949668359           9  kbm+03     2.37456E-14       11  kbm+03     *
750   J1648-6044   kjv+10     0.58376499689            5  bbb+12     0.429E-15          3  bbb+12     *

751   J1649+2533   fcwa95     1.0152573918             5  lwf+04     0.5594E-15         2  lwf+04     *
752   J1649-3805   lfl+06     0.262025692969           7  lfl+06     3.67E-17          14  lfl+06     *
753   J1649-3935   ncb+15     0.770909760511          14  ncb+15     39.1E-18           4  ncb+15     *
754   J1649-4349   mlc+01     0.87071155949            7  mlc+01     4.4E-17           19  mlc+01     *
755   J1649-4653   kbm+03     0.55701875796           10  kbm+03     4.974E-14          5  kbm+03     *

756   J1649-4729   mlc+01     0.29769219971            5  mlc+01     6.550E-15         16  mlc+01     *
757   J1649-5553   ebvb01     0.61357070436            7  ebvb01     1.698E-15         16  ebvb01     *
758   J1650-1654   mld+96     1.74955174610            4  hlk+04     3.2027E-15         4  hlk+04     *
759   J1650-4126   kbm+03     0.308917678787           3  kbm+03     1.98E-17           4  kbm+03     *
760   J1650-4341   kbm+03     0.309398365719           4  kbm+03     1.669E-17         19  kbm+03     *

761   J1650-4502   mlc+01     0.38086979928            5  mlc+01     1.6061E-14        16  mlc+01     *
762   J1650-4921   lfl+06     0.1563993674972         10  lfl+06     1.81873E-15       20  lfl+06     *
763   B1648-17     mlt+78     0.973393691872           5  hlk+04     3.03710E-15        5  hlk+04     *
764   B1648-42     mlt+78     0.84408066596            9  smd93      4.812E-15          5  smd93      *
765   J1651-4519   kbm+03     0.51744320409           19  kbm+03     8.19E-15          11  kbm+03     *

766   B1647-52     mlt+78     0.63505597647           12  nmc81      1.812E-15          5  nmc81      *
767   B1647-528    mlt+78     0.8905339578             4  nmc81      2.070E-15         15  nmc81      *
768   J1651-7642   jbo+09     1.75531107981           18  jbo+09     1.363E-15          8  jbo+09     *
769   J1652-1400   jbo+09     0.305447058241           3  jbo+09     0.01758E-15       15  jbo+09     *
770   B1649-23     mlt+78     1.703739137858           5  hlk+04     3.15876E-15        4  hlk+04     *

771   J1652+2651   fcwa95     0.91580349720            5  lwf+04     0.6537E-15         1  lwf+04     *
772   B1650-38     jlm+92     0.305037318882           3  jml+95     2.7860E-15         2  jml+95     *
773   J1653-4030   lfl+06     1.01937155664           16  lfl+06     4.4E-16            4  lfl+06     *
774   J1653-4249   mlc+01     0.61255824122            5  mlc+01     4.81E-15           3  mlc+01     *
775   J1653-4315   kbm+03     0.41927974137            9  kbm+03     1.5E-17            4  kbm+03     *

776   J1653-4854   kbm+03     3.0595096022             5  kbm+03     3.45E-15          11  kbm+03     *
777   J1654-2713   lml+98     0.791822441873          19  hlk+04     1.6759E-16        19  hlk+04     *
778   J1654-3710   lfl+06     0.93916547876            3  lfl+06     7.35E-16           3  lfl+06     *
779   J1654-4140   kbm+03     1.27394512577           12  kbm+03     1.3E-16            8  kbm+03     *
780   J1654-4245   kel+09     1.1015546927             7  kel+09     51.15E-15          3  kel+09     *

781   J1655-3048   ebvb01     0.542935874228           9  ebvb01     3.66E-17           9  ebvb01     *
782   J1655-3844   eklk13     1.19343919921           14  eklk13     2.00E-15           6  eklk13     *
783   J1656-3621   lfl+06     0.730133707454          16  lfl+06     1.2752E-15        16  lfl+06     *
784   J1657-4432   kbm+03     0.60960714201            4  kbm+03     8.205E-15          5  kbm+03     *
785   J1658-4306   kbm+03     1.1664490044             5  kbm+03     4.279E-14          6  kbm+03     *

786   J1658-4958   hfs+04     0.416873770089          11  hfs+04     3.856E-15          7  hfs+04     *
787   J1658-5324   kcj+12     0.0024392959097964       3  ckr+15     1.1154E-20         4  ckr+15     1.10e-20
788   B1657-13     dtws85     0.640958200232           5  hlk+04     6.1770E-16         4  hlk+04     *
789   J1659-4316   kbm+03     0.47438143461            3  kbm+03     1.71E-16          10  kbm+03     *
790   J1659-4439   kbm+03     0.353293033439          15  kbm+03     2.5E-17            3  kbm+03     *

791   J1700-3312   mld+96     1.358307010526          10  hlk+04     4.71283E-15       13  hlk+04     *
792   J1700-3611   lfl+06     1.49409061528           16  lfl+06     4.324E-15         16  lfl+06     *
793   J1700-3919   hfs+04     0.560503533065          16  hfs+04     5.0E-18           13  hfs+04     *
794   J1700-4012   lfl+06     0.283791853785          11  lfl+06     9.9E-17            4  lfl+06     *
795   J1700-4422   kjv+10     0.7555354095             3  bbb+12     0.04E-15           2  bbb+12     *

796   J1700-4939   kbm+03     0.57836343922            4  kbm+03     1.078E-15          7  kbm+03     *
797   J1701-3130   ebvb01     0.2913414710251         12  ebvb01     5.596E-17         12  ebvb01     *
798   B1658-37     jlm+92     2.4546091591             2  jml+95     1.1143E-14         7  jml+95     *
799   B1657-45     jlm+92     0.322908566781           3  jml+95     5.193E-16          2  jml+95     *
800   J1701-4958   eklk13     0.80430423739           12  eklk13     0.11E-15           4  eklk13     *

801   J1702-3932   kbm+03     0.390327976785          19  kbm+03     3.78E-16           5  kbm+03     *
802   J1702-4128   kbm+03     0.182135802939           6  kbm+03     5.23448E-14        3  kbm+03     *
803   J1702-4217   hfs+04     0.227564958458           7  hfs+04     1.14E-17           6  hfs+04     *
804   J1702-4306   kel+09     0.215507334229           9  kel+09     9.7852E-15        10  kel+09     *
805   J1702-4310   kbm+03     0.24052386477            4  kbm+03     2.237763E-13      18  kbm+03     *

806   J1702-4428   kbm+03     2.1235057036             6  kbm+03     3.3E-15            4  kbm+03     *
807   B1700-18     vl72       0.8043410792712         12  hlk+04     1.731000E-15      10  hlk+04     *
808   B1700-32     dls73      1.211785094647           3  hlk+04     6.59829E-16       18  hlk+04     *
809   J1703-4442   kbm+03     1.74729348943           10  kbm+03     1.4300E-14        19  kbm+03     *
810   J1703-4851   mld+96     1.39640107763            5  dsb+98     5.0804E-15         6  dsb+98     *

811   B1659-60     mlt+78     0.3063230254             5  nmc81      9.1E-16            2  nmc81      *
812   B1702-19     mlt+78     0.2989874273426         17  hlk+04     4.137877E-15      10  hlk+04     *
813   J1705-3423   mld+96     0.255426483601           7  ywml10     1.0762E-15         6  ywml10     *
814   J1705-3936   kbm+03     0.8544816637             3  kbm+03     1.927E-14         10  kbm+03     *
815   J1705-3950   kbm+03     0.318941483436          14  kbm+03     6.06031E-14       13  kbm+03     *

816   J1705-4108   kbm+03     0.8610674067             3  kbm+03     3.471E-14          7  kbm+03     *
817   J1705-4331   kjv+10     0.22256110261            2  bbb+12     0.0712E-15         5  bbb+12     *
818   J1705-6135   kjv+10     0.808546089              1  bbb+12     0.06E-15           4  bbb+12     *
819   J1706-3839   kbm+03     0.58628740134           18  kbm+03     3.00E-15           6  kbm+03     *
820   J1706-4310   kbm+03     0.6169790441             5  kbm+03     6.506E-15         12  kbm+03     *

821   J1706-6118   ebvb01     0.3619213249276         15  jbo+09     0.29213E-15        4  jbo+09     *
822   B1703-40     jlm+92     0.581016707860          18  wmz+01     1.925E-15          4  wmz+01     *
823   J1707-4341   kbm+03     0.89059449625            3  kbm+03     5.696E-15          4  kbm+03     *
824   J1707-4729   kbm+03     0.26647363743            3  kbm+03     1.5603E-15         6  kbm+03     *
825   J1708-3426   mld+96     0.692113246520          10  hlk+04     4.20320E-15       10  hlk+04     *

826   J1708-3641   ncb+15     0.587566793839          14  ncb+15     134.9E-18          5  ncb+15     *
827   J1708-3827   kbm+03     1.2257819960             7  kbm+03     8.6E-15            5  kbm+03     *
828   J1708-4522   hfs+04     1.29783683782            7  hfs+04     2.612E-15          7  hfs+04     *
829   B1701-75     mlt+78     1.1910239966             8  nmc81      1.88E-15           4  nmc81      *
830   B1706-16     lvw69b     0.65305397126            4  hlk+04     6.30985E-15       13  hlk+04     6.31e-15

831   J1709-3626   kbm+03     0.447857060325          11  kbm+03     2.2675E-15        13  kbm+03     *
832   J1709-3841   mlc+01     0.58698616319           18  mlc+01     7.86E-15          11  mlc+01     *
833   J1709-4342   kbm+03     1.735898235             10  kbm+03     8E-16              3  kbm+03     *
834   J1709-4401   bbb+12     0.8652353343             7  bbb+12     7.37E-15           1  bbb+12     *
835   B1706-44     jlm+92     0.102459245929           8  wmp+00     9.298454E-14      13  wmp+00     *

836   J1710-2616   bbb+12     0.954158007              1  bbb+12     0.02E-15           2  bbb+12     *
837   J1710-4148   kbm+03     0.286561228631          15  kbm+03     1.02E-16           4  kbm+03     *
838   B1709-15     dtws85     0.868804249026           4  hlk+04     1.10246E-15        3  hlk+04     *
839   J1711-3826   kbm+03     0.46536464559            7  kbm+03     7.413E-15         16  kbm+03     *
840   B1707-53     mlt+78     0.89921779930           17  nmc81      1.5494E-14         8  nmc81      *

841   J1712-2715   ebvb01     0.255359660118           3  ebvb01     1.2793E-15         3  ebvb01     *
842   J1713-3844   kbm+03     1.6001140423             3  kbm+03     1.7741E-13        13  kbm+03     *
843   J1714-1054   jbo+09     0.696278743075           9  jbo+09     0.0588E-15         4  jbo+09     *
844   J1715-3247   kel+09     1.26021405926            8  kel+09     0.092E-15          7  kel+09     *
845   J1715-3700   mlc+01     0.7796281140             4  mlc+01     1.5E-16            5  mlc+01     *

846   J1715-3859   lfl+06     0.92810750775            3  lfl+06     4.397E-15          7  lfl+06     *
847   J1715-3903   kbm+03     0.27848105467            3  kbm+03     3.7688E-14        14  kbm+03     *
848   J1715-4034   kbm+03     2.0721529918             3  kbm+03     3.01E-15           6  kbm+03     *
849   J1715-4254   hfs+04     0.57374535892            7  hfs+04     8.76E-16          10  hfs+04     *
850   J1716-3720   mlc+01     0.63031371285            6  mlc+01     1.7970E-14        12  mlc+01     *

851   J1716-4005   eklk13     0.31181276456            4  eklk13     2.87E-15           4  eklk13     *
852   J1716-4111   kel+09     1.03606727254            3  kel+09     2.882E-15          5  kel+09     *
853   J1716-4711   bbb+12     0.55582421598            6  bbb+12     0.833E-15          2  bbb+12     *
854   B1714-34     jlm+92     0.65629923146            7  hlk+04     9.8036E-15         5  hlk+04     *
855   J1717-3737   kbm+03     0.68241862653            3  kbm+03     5.293E-15          6  kbm+03     *

856   J1717-3847   kbm+03     1.1494989184             6  kbm+03     8.2E-16            7  kbm+03     *
857   J1717-3953   lfl+06     1.08552061541           18  lfl+06     3.3E-17           19  lfl+06     *
858   J1717-4043   kbm+03     0.39785744656            3  kbm+03     1.2230E-14        13  kbm+03     *
859   J1717-40435  kbm+03     0.34992850807           10  kbm+03     1.75E-15           7  kbm+03     *
860   B1713-40     jlm+92     0.88771864319            3  yws+15     3.6831E-15         6  yws+15     *

861   J1717-5800   ebvb01     0.321793346869           6  ebvb01     1.957E-16         10  ebvb01     *
862   J1718-3714   hfs+04     1.2893787775             3  hfs+04     2.621E-14          3  hfs+04     *
